"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://detroit.craigslist.org","ppp","4622705720","http://detroit.craigslist.org/wyn/m4m/4622705720.html","4622705720","Sep 15","Horny Older Gent Seeks Younger...","50","m4m","men seeking men","Metro Area","Me: 6', 210#, brown, blue, 6"" cut, top.
You: 18-25, HWP (slim/average height/weight), smooth/shaved/trimmed body hair (the less the better), bottom...
Looking to hook up now, or ASAP.
Your pics get mine. Face AND Body pics, please. I don't like ""talking"" to penises or butts!","2014-08-16T18:31:23-0400","2014-09-15T18:01:10-0400"," 0","m4m"
"2","http://detroit.craigslist.org","ppp","4622707631","http://detroit.craigslist.org/wyn/m4m/4622707631.html","4622707631","Sep 15","Older Gent Seeks Younger 4 NSA Hookup","50","m4m","men seeking men","Metro Detroit","Hey Bois,
Looking for some NSA fucking, sucking, and making out tonight. Maybe spend the night, wrapped in each other's arms, just having fun...
Me: 6', 220#, brown, blue, smooth, 6"" cut.
You: HWP (slimmer, the better), smooth/trimmed body hair, submissive bottom, eager to please and capable of multiple orgasms (loud orgasms at that)...
Looking for today... Your pics get mine (face AND body shots, please)","2014-08-16T18:32:50-0400","2014-09-15T18:01:40-0400"," 0","m4m"
"3","http://detroit.craigslist.org","ppp","4623255145","http://detroit.craigslist.org/mcb/cas/4623255145.html","4623255145","Sep 15","Looking for some nice boobs to suck",NA,"cas","casual encounters","mount clemens","If you really enjoy getting your nice boobs sucked, I do love to do it. Nothing more expected, unless you want a little more to get off, all safe. Any age or race is fine. I can host or travel, if not too far. So if you do really enjoy getting a lot of attention for your sweet nipples, let me know. Would love to see a pic of your twin beautiful ladies. Let's chat about it and see if we can set something up soon.","2014-08-17T09:15:57-0400","2014-09-15T17:51:12-0400"," 0","m4w"
"4","http://detroit.craigslist.org","ppp","4623879420","http://detroit.craigslist.org/okl/cas/4623879420.html","4623879420","Sep 15","Real ad","56","cas","casual encounters","Farm Hls/Northville/Novi/Livonia/Plymouth/Canton","You are lonely but afraid of getting caught having an affair? Well contact this GL white male,also married. No drama,very discreet tall,185 lbs male who will cure your lonliness. Lets create a very discreet plan. He will never know. You are  hot  and you know it,but you are horney sitting at home all alone. Bring back your sexy excitement and hook up with this hot Italian for some very sizzling bedroom games. Sorry no BBW's. Put ""frustrated"" in subject line to avoid deletion","2014-08-17T16:23:02-0400","2014-09-15T19:04:26-0400"," 0","m4w"
"5","http://detroit.craigslist.org","ppp","4624484896","http://detroit.craigslist.org/okl/m4m/4624484896.html","4624484896","Sep 15","make yo dick fit my hole","46","m4m","men seeking men","southfield","I may not be the most handsomest or the sexiest nor do I have the perfect body. I may not be a first choice but I'm a great choice. I don't pretend to be someone I'm not because I'm to good at being me. I might not be proud of some of the things I've done in the past. But I'm proud of who I am today. Take me as I am or watch me walk away. I taste finger lickin goods so tell me if u can start a fire without wood?
 6ft. 250lbs. 6 or 7 cut. Dark skin and bald head.
 HIV NEG. 09/15/13","2014-08-18T01:08:15-0400","2014-09-15T18:50:38-0400"," 5",NA
"6","http://detroit.craigslist.org","ppp","4624885368","http://detroit.craigslist.org/okl/cas/4624885368.html","4624885368","Sep 15","Older (38 y.o) attractive teacher 4 younger student","38","cas","casual encounters","Hotel","Is it wrong for an older (38y.o) attractive male teacher for younger student.
So tired of resisting younger sexy students you flirt with me and have even asked me to meet them for sex. Now, all I do this imagine what it would be like to give sheer sexual pleasure to a younger woman 19-24 year old .
I am sure my chances are one in a million anyone real will answer this but, if any of you college student women (hwp - must be chemistry) ever wanted to know what it is like to be pleased in every way sexually from head to toe from a naughty professor (gentleman at work - more outgoing in the bedroom). Please hit me up with a photo.
MUST be discreet
Pic 4 Pic","2014-08-18T11:13:17-0400","2014-09-15T17:54:58-0400","19","m4w"
"7","http://detroit.craigslist.org","ppp","4627107056","http://detroit.craigslist.org/wyn/cas/4627107056.html","4627107056","Sep 15","Laying in bed naked","25","cas","casual encounters","Lincoln park","I'm laying in bed naked in the dark. Come in, suck me off, and leave. Simple as that. Send a face pic for address.","2014-08-19T15:21:10-0400","2014-09-15T18:32:28-0400"," 0","m4m"
"8","http://detroit.craigslist.org","ppp","4627601725","http://detroit.craigslist.org/okl/cas/4627601725.html","4627601725","Sep 15","Sexy guy for NSA fun","29","cas","casual encounters","Oakland CO","DDF clean, healthy, goodlooking guy looking for NSA fun. Laid back, friendly, and respectful. Message me with pics and I will do the same. YOU host","2014-08-19T20:18:41-0400","2014-09-15T18:50:53-0400"," 0","m4t"
"9","http://detroit.craigslist.org","ppp","4627811960","http://detroit.craigslist.org/wyn/cas/4627811960.html","4627811960","Sep 15","Young and prego?.","35","cas","casual encounters","downriver","If you are pregnant and need an established man to help . Im your man. I love how vibrant and glowing pregnant women are. If you want to fool around i can be your knight in armor. Young and petite a plus. Pregnant women are so sexy. Im athletic 6 ft 190 lb white. Honest and classy. Reply now put prego in the subject for no spam. And lets take care of eachother.","2014-08-19T23:12:53-0400","2014-09-15T18:39:17-0400"," 0","m4w"
"10","http://detroit.craigslist.org","ppp","4628820067","http://detroit.craigslist.org/wyn/cas/4628820067.html","4628820067","Sep 15","Foot Fetish ?","27","cas","casual encounters","allen park","Are you into it?
I am looking for a clean girl/Couple who has this fantasy.
Must be clean and in shape.
I am looking for now.Please reply back with a pic/number if interested.","2014-08-20T15:34:08-0400","2014-09-15T17:56:42-0400"," 0","m4w"
