"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://macon.craigslist.org","ppp","4621394416","http://macon.craigslist.org/cas/4621394416.html","4621394416","Sep 14","Tap Out....","30","cas","casual encounters","Eastside Macon","Wats going on fellas? I'm here on the eastside of Macon. I'm looking for some BLACK MEN who keep their business to themselves. I just started getting fucked, but I'm a BEAST at sucking dick. Please hit me up and let's see wat we can get going. I understand you may be DL, but please have some type of pic to show and a # for faster response.","2014-08-15T21:29:55-0400","2014-09-14T17:28:50-0400"," 3","m4m"
"2","http://macon.craigslist.org","ppp","4623462279","http://macon.craigslist.org/cas/4623462279.html","4623462279","Sep 15","bttm ready for you to use","28","cas","casual encounters","wr","This bttom is ready to have cocks to suck and get fucked
 White male bottom, horny as hell wanting to suck some hard cocks and get fucked Treat me like the cock hungry slut I am, and have me suck your cock dry and bend me over and fuck me till you explode. Bring your friends/brothers/ everyone and gangbang me. If its just you I suck you and let you fuck me till your done with me, have me leave with several loads.
Be drug and disease free and HIV- as I am
I am mobile, so you will need to host, car play can be done if its dark and private
Send your STATS & PIC in first message If other guys will be there send their stats atleast
Come on and stuff this bottom slut with your cocks","2014-08-17T12:04:42-0400","2014-09-15T11:04:57-0400"," 0","m4m"
"3","http://macon.craigslist.org","ppp","4623864499","http://macon.craigslist.org/cas/4623864499.html","4623864499","Sep 15","unhappy married man looking for woman","26","cas","casual encounters","warner robins","Im unhappily married and looking for a woman that can keep there mouth closed about my business to cum and cum and cum with me looking for continuous thing hopefully reply with pic if u can thanks , messag message to get more info. Prefer older but not picky  prefer white or light skinned I'm also down to dirty email or text and pic share mer ting Is not required for that
WOMEN ONLY PLEASE","2014-08-17T16:13:23-0400","2014-09-15T11:20:02-0400"," 0","m4w"
"4","http://macon.craigslist.org","ppp","4624022718","http://macon.craigslist.org/cas/4624022718.html","4624022718","Sep 15","any asian/latino/white ladies want some hot sex?","27","cas","casual encounters","warner robins","Then you should write me..  im hung and freaky  you can be married or single as long as u can keep a secret ;)  hit me ip and we will start our journey to orgasm together ;)
Also applies to latino ladies as well
Reply with stats and what ur into  pic is a big bonus","2014-08-17T17:59:55-0400","2014-09-15T11:19:52-0400"," 0","m4w"
"5","http://macon.craigslist.org","ppp","4624033749","http://macon.craigslist.org/cas/4624033749.html","4624033749","Sep 15","looking for friends with bennefits","26","cas","casual encounters","Warner robins","I Never have a friend with bennefits. But i think i want to find a guy that just want a friend with bennefits too. But i dont want to get any decises so i just want to be me and the other person i dont want a hookup so if u think u are interested just let me know. I am mexican i am 26 years old","2014-08-17T18:07:46-0400","2014-09-15T05:05:57-0400"," 0","m4m"
"6","http://macon.craigslist.org","ppp","4626127491","http://macon.craigslist.org/cas/4626127491.html","4626127491","Sep 15","Any Chubby Older Men?","21","cas","casual encounters","Macon, GA","Very discrete 21 year old guy, 250lbs and 5.5"" uncut and thick. looking to play with older chubby men, age 45+ only. no skinny guys. I am new at this, haven't done much. Love to cuddle, jack off and play around. Oral is fun too, just looking for a sweet kind daddybear to play with. If we like each other I wouldn't mind making it a regular thing. MUST SEND STATS AND PICTURES IN FIRST EMAIL OR YOU'LL BE DELETED!!!! white men only.","2014-08-18T23:23:44-0400","2014-09-15T13:46:38-0400"," 0","m4m"
"7","http://macon.craigslist.org","ppp","4626845680","http://macon.craigslist.org/cas/4626845680.html","4626845680","Sep 15","MWM Seeking Discreet ongoing relationship","44","cas","casual encounters","Macon/WR","This is more difficult than I thought.  Attractive, professional, married white male seeking relationship with attractive female.  HWP. I am not looking to change my situation or anybody else's.  Please be DD free, mentally and physically healthy.  I can provide some assistance if necessary.  Thanks","2014-08-19T13:11:27-0400","2014-09-15T09:02:38-0400"," 0","m4w"
"8","http://macon.craigslist.org","ppp","4629399122","http://macon.craigslist.org/cas/4629399122.html","4629399122","Sep 14","night time fwb","23","cas","casual encounters","east Macon","Im a 23 yr old submissive black bottom with a tight wet pussy. Drug and disease free ...lookin. for a guy 18-38 in age..bbc, blc, bmc, or whatever  Just be at least 8.5 inches or bigger ..be hwp or average...no exceptions you stats and dick pic get my pic...u must be mobile and ok with fucking somewhere thats not at my place cause i Will not be able to host..if u can host and wanna pick me u have priority and can fuck me more than just a night...hmu if u like what u read.","2014-08-20T21:59:46-0400","2014-09-14T20:58:31-0400"," 2","m4m"
"9","http://macon.craigslist.org","ppp","4629728004","http://macon.craigslist.org/cas/4629728004.html","4629728004","Sep 14","sensual masssage","31","cas","casual encounters","macon","31wf ready and available to host today. My endless talents will amaze you and leave you completely satisfied and relieved of any stress. Send pic for pic and info.","2014-08-21T08:24:08-0400","2014-09-14T18:40:29-0400"," 0",NA
"10","http://macon.craigslist.org","ppp","4630123078","http://macon.craigslist.org/cas/4630123078.html","4630123078","Sep 15","looking   testing  waters",NA,"cas","casual encounters","pike lamar ,upson","Looking to play.  * married. *  59 very low key and private. Here!!  210 lbs  Med . Built    clean drug free   want. To  try  something. Different.  Suggestions. !!!!  Can. Send  pics. By phone. Only.  Being. Safe. Shared. Computer. !!!","2014-08-21T12:38:38-0400","2014-09-15T12:00:32-0400"," 0","m4m"
