"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://bakersfield.craigslist.org","ppp","4613868695","http://bakersfield.craigslist.org/stp/4613868695.html","4613868695","Sep 10","Police, Firemen, Sheriff, Corrections","38","stp","strictly platonic","38","Hey guys,
I'm a NORMAL STRAIGHT dude...Nothing crazy or weird about me... I have had, in the past, a few relationships with buddy who were in the law enforcement world and they were fun. We would go to sporting events, (I get free tickets), and do stuff around town to blow off some steam.
We used to hang out and watch porn and use my fake pussy toys while talking about the girls in the video or in real life. I miss those days.
Hit me up if you want to try any of this.
Law Enforcement only (and can prove it).
Thanks!","2014-08-11T09:48:52-0700","2014-09-10T08:41:49-0700"," 4","m4m"
"2","http://bakersfield.craigslist.org","ppp","4613872534","http://bakersfield.craigslist.org/cas/4613872534.html","4613872534","Sep 10","Police, Firemen, Sheriff, Corrections","38","cas","casual encounters","NW Bakersfield","Hey guys,
I'm a NORMAL STRAIGHT dude...Nothing crazy or weird about me... I have had, in the past, a few relationships with buddy who were in the law enforcement world and they were fun. We would go to sporting events, (I get free tickets), and do stuff around town to blow off some steam.
We used to hang out and watch porn and use my fake pussy toys while talking about the girls in the video or in real life. I miss those days.
Hit me up if you want to try any of this.
Law Enforcement only (and can prove it).
Thanks!","2014-08-11T09:50:41-0700","2014-09-10T08:41:50-0700"," 4","m4m"
"3","http://bakersfield.craigslist.org","ppp","4613879355","http://bakersfield.craigslist.org/m4m/4613879355.html","4613879355","Sep 10","Police, Firemen, Sheriff, Corrections","38","m4m","men seeking men","NW Bakersfield","Hey guys,
I'm a NORMAL STRAIGHT dude...Nothing crazy or weird about me... I have had, in the past, a few relationships with buddy who were in the law enforcement world and they were fun. We would go to sporting events, (I get free tickets), and do stuff around town to blow off some steam.
We used to hang out and watch porn and use my fake pussy toys while talking about the girls in the video or in real life. I miss those days.
Hit me up if you want to try any of this.
Law Enforcement only (and can prove it).
Thanks!","2014-08-11T09:53:52-0700","2014-09-10T08:41:56-0700"," 4",NA
"4","http://bakersfield.craigslist.org","ppp","4615613320","http://bakersfield.craigslist.org/cas/4615613320.html","4615613320","Sep 9","Play with my????","45","cas","casual encounters","bakerfield","Cock for serious guys only; I'm horned up looking for a chill guy to drain my nuts.  Pic's and stats will be helpful lets chat and see if we are compatible. me 44 racially mixed...I prefer white guys..(22-32) just my preference... here till Friday so I can host.","2014-08-12T10:01:16-0700","2014-09-09T18:53:20-0700"," 0","m4m"
"5","http://bakersfield.craigslist.org","ppp","4615781927","http://bakersfield.craigslist.org/cas/4615781927.html","4615781927","Sep 10","Hot Mouth for your Hard Cock","38","cas","casual encounters",NA,"Looking for nice clean hard cocks! I'll suck you off and you go on your way! Hit me up. I can host.","2014-08-12T11:23:48-0700","2014-09-10T09:45:47-0700"," 0","m4m"
"6","http://bakersfield.craigslist.org","ppp","4615929402","http://bakersfield.craigslist.org/cas/4615929402.html","4615929402","Sep 10","smooth cub type looking for a fuck","36","cas","casual encounters",NA,"can host or travel. into heavy body contact and a hot and wet time with an uninhibited lover. let the cum flow and keep on going... im a little heavy, smooth, clean, not fat, but you can be or not. verstile bottom. love kissing, sucking sloppy, rimming, getting wet and feeling you inside me (or you or both), whatever feels good. want to feel you dripping down my smooth balls... DDF here. Couples ok. Just be clean and disease free!!! Love older gentlemen, open to ALL RACEs and DICK SIZES, so don't be shy!","2014-08-12T12:38:37-0700","2014-09-10T12:33:01-0700"," 0","m4m"
"7","http://bakersfield.craigslist.org","ppp","4616184989","http://bakersfield.craigslist.org/cas/4616184989.html","4616184989","Sep 9","TOPS CUM HERE\\//HERE CUM TOPS",NA,"cas","casual encounters","Bkrsfield","R u a TOP lookin to get off  from a SLUTTY BJ or more?? Ddf, clean, safe, I can Host  plez No bs, Chill guy here DOWN TO blow a GL DOM/DL guy til u bust a nut. Not looking for anything more  than a quick u cum In, get BLOWN, theN GET  the fck Out  HMU if your just looking to get off with a clean chill ddf guy","2014-08-12T14:57:36-0700","2014-09-09T17:24:27-0700"," 0","m4m"
"8","http://bakersfield.craigslist.org","ppp","4616188351","http://bakersfield.craigslist.org/cas/4616188351.html","4616188351","Sep 10","{BTTM}4{TOP}","28","cas","casual encounters",NA,"Im a bttm HOST'n for a HUNG TOP that wants to fill my mouth & tight white ass deep with your BIG HUNG COCK mayb willing to let u BB for the right guy. Don't be OLD OR FAT. DONT ASK FOR A PIC WITHOUT SENDING YOURS FIRST. Four message/emails MAX so be serious & quick about this.","2014-08-12T14:59:41-0700","2014-09-10T00:19:49-0700"," 0","m4m"
"9","http://bakersfield.craigslist.org","ppp","4616714471","http://bakersfield.craigslist.org/cas/4616714471.html","4616714471","Sep 9","Want to feel a warm, wet mouth or tight ass around your dick?",NA,"cas","casual encounters","Bakersfield","So do you want that instead of your clinched fist around your cock tonight?
Looking for guys who need to unload before going to bed. 
I""m hosting masculine, discrete, guys who are ddf and want their cock sucked or a nice ass to fuck.","2014-08-12T22:38:26-0700","2014-09-09T20:17:00-0700"," 0","m4m"
"10","http://bakersfield.craigslist.org","ppp","4617418653","http://bakersfield.craigslist.org/stp/4617418653.html","4617418653","Sep 10","Looking for a cool girl","26","stp","strictly platonic","26","Im looking for a for friend ship and if can go to more even better
I like soccer and volleyball i play both at this time, hit me up and may be
We can go watch a movie, please send ur pic and ill send my number back to you..","2014-08-13T10:54:39-0700","2014-09-10T08:57:31-0700"," 0","m4w"
