"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://imperial.craigslist.org","ppp","4603746768","http://imperial.craigslist.org/msr/4603746768.html","4603746768","Aug 31","lonely? Cause I am. :(",NA,"msr","miscellaneous romance",NA,"lonely? want a HuG? - m4w
You feel lonely? Me too. Sometimes I just want someone to just hug me. Kiss me.ÃâÃÂ 
Maybe go to the movies, eat out dinner. or just hangout. But I giess people today are to afriad to fail in a relationship. That they rather be all alone. Precious time WAISTED. BUT THERE S ALWAYS"" CL.""
if you think we can start something email me. (Only people that live in the Imperial valley)","2014-08-04T22:41:20-0700","2014-09-07T17:39:15-0700"," 0","m4w"
"2","http://imperial.craigslist.org","ppp","4605176623","http://imperial.craigslist.org/cas/4605176623.html","4605176623","Aug 31","milf. !!!!!",NA,"cas","casual encounters",NA,"not satisfied? - m4w
Hello. There. Are unsatisfied with your man? He can't make you come, or he doesn't pay attention to you.? Well I'm here to give you everything you Need to be happy.
You feel that this is you, email me back. I'm not a wierd or anything like that. I'm sane N safe. and I hope you are as well. And if you can attach a pic. THANK YOU.
And if you are curvy a is plus for me.. It all depends.","2014-08-05T17:52:38-0700","2014-09-07T17:39:59-0700"," 0","m4w"
"3","http://imperial.craigslist.org","ppp","4606645970","http://imperial.craigslist.org/cas/4606645970.html","4606645970","Sep 2","looking for female in amateur filming bj scene",NA,"cas","casual encounters","Huntington beach",".71 four .Looking to four.four .three 9 seven 6 six. females interested in getting into the adult film industry. One Bj scene couple of hours no problem... I'll forward the footage to my producer. Call me for a appointment. . Send pictures and contact Digits","2014-08-06T15:23:12-0700","2014-09-02T13:34:46-0700"," 0","m4w"
"4","http://imperial.craigslist.org","ppp","4608233756","http://imperial.craigslist.org/cas/4608233756.html","4608233756","Sep 5","Turned on by family taboo?","27","cas","casual encounters","Brawley","27 male here looking to chat with others who have fantasies or thoughts about family taboo or family members. No judgement.","2014-08-07T14:43:09-0700","2014-09-05T09:02:18-0700"," 0","m4m"
"5","http://imperial.craigslist.org","ppp","4608692701","http://imperial.craigslist.org/cas/4608692701.html","4608692701","Sep 4","CD looking for a top man",NA,"cas","casual encounters","Calexico","I am a cd (closet) , I am looking for a top man that can treat me and make feel like a woman,
I am hispanic,5'10"",175 lbs.Need discretion and ddf.","2014-08-07T20:51:56-0700","2014-09-11T21:30:53-0700"," 0","t4m"
"6","http://imperial.craigslist.org","ppp","4610287578","http://imperial.craigslist.org/cas/4610287578.html","4610287578","Aug 31","2 guys looking for total masculine guy","40","cas","casual encounters","calexico","Vers gay men looking for Hard Hung Horny TOP guys 18 - 45 for 3 way action; kissing, Fucking and Fucking! disease free, and like to play safe.  hispanic, 5.9 200lbs hiapanic.  PICTURE and Stats on first e-mail.  Available after 10.00.  Serious and Discreet is a must.    Not into endless emails..............","2014-08-08T20:10:10-0700","2014-08-31T19:57:28-0700"," 0","mm4m"
"7","http://imperial.craigslist.org","ppp","4610289184","http://imperial.craigslist.org/cas/4610289184.html","4610289184","Aug 31","2 guys looking for total masculine guy","40","cas","casual encounters","calexico","Seriously looking for a real top...someone that knows what to do and satisfy another guy. We are a couple of guys who are very clean, disease free & HIV (-) negative guys here. Only play safe.Fucking, Sucking, Kissing. Not looking for any guys who think they are tops that when it comes down to it they really want to bttm. Send pic on first response!!!!!! Not into long e-mails and only response if your interested. Available after 10:00PM.","2014-08-08T20:12:04-0700","2014-08-31T19:56:08-0700"," 0","mm4m"
"8","http://imperial.craigslist.org","ppp","4613113439","http://imperial.craigslist.org/stp/4613113439.html","4613113439","Sep 7","married and lonely 53","53","stp","strictly platonic","yuma","married and lonely.we might have something in common.email me..I am  positive, outgoing.work out daily. we do not have to meet. not into drugs, smoking, sports .tv. which is why i let all man friends go.. i do love great communication. easy going ,no expectations. my favorite saying.  ""say hello, never say good bye""..hello my name is mike.","2014-08-10T18:59:35-0700","2014-09-07T16:39:15-0700"," 0","m4w"
"9","http://imperial.craigslist.org","ppp","4613795679","http://imperial.craigslist.org/cas/4613795679.html","4613795679","Sep 2","cattle call park","29","cas","casual encounters","Brawley, CA","Any horny females working out at cattle call park looking to make some love with a 29 year old male with a thick cock no matter if ur single taken or married it could be one time thing or long term can discreet if your man is not doing the job i'll finish it send me a pic i'll send you mine type Brawley love on the subject line just Brawley area","2014-08-11T09:14:19-0700","2014-09-02T11:43:17-0700"," 0","m4w"
"10","http://imperial.craigslist.org","ppp","4616452418","http://imperial.craigslist.org/cas/4616452418.html","4616452418","Sep 8","discreet head for you","55","cas","casual encounters","calexico/el centro","big belly white guy 5'8 200 looking for men that need a warm mouth on their cock. not looking for any reciprocation. just me blowing you. need a guy that could host. hiv- only. i know there's some horny cock out here. please include description of you and your dick if you're interested. no cock pic from you, no interest from me.  hotel guests welcome to reply. willing to meet for a beer first. I'm civilized, no car or outdoor play. meet and decline, no hard feelings. druggies, don't bother, thanks.","2014-08-12T17:58:53-0700","2014-09-08T21:04:27-0700"," 0","m4m"
