"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://fingerlakes.craigslist.org","ppp","4611279575","http://fingerlakes.craigslist.org/cas/4611279575.html","4611279575","Sep 7","Tight Jeans Suck or Fuck","50","cas","casual encounters","Geneva","I would love for a guy in tight jeans to pull his cock through his zipper, and fuck my face. Love the feel of denim. Fuck my ass with a big cock, let me feel the zipper teeth on my ass while you ram my hole! tonight would be great. Looking to swallow a big load or two!! I can host.  I'd love to suck off a guy outside with his cock sticking out of his tight jeans. Love pics.","2014-08-09T15:58:36-0400","2014-09-13T19:10:48-0400"," 0","m4m"
"2","http://fingerlakes.craigslist.org","ppp","4614275507","http://fingerlakes.craigslist.org/cas/4614275507.html","4614275507","Sep 8","Shoot down my throat..","28","cas","casual encounters","Bloomfield/canandaigua/Geneva/finger lakes","Need to be discrete? Young dude looking to swallow your load and deepthroat your dick. Can host or travel...just be ddf and in decent shape. No games best head around
Open to all races...love tattoos...
Looking as long as ad is up
Shoot me a pic and I'll respond...","2014-08-11T16:04:13-0400","2014-09-08T08:01:02-0400"," 0","m4m"
"3","http://fingerlakes.craigslist.org","ppp","4615788416","http://fingerlakes.craigslist.org/m4w/4615788416.html","4615788416","Sep 8","Looking for a much older woman","40","m4w","men seeking women","Fingerlakes","Good afternoon! I'm a40yr old SWM that enjoys the company of an older woman. For starters... I'm 6'2, slim, brown hair, blue eyes, clean and disease free. I'm very easy going with a sense of humor. I love going for drives, yard sales, cooking baking, playing cards. I would like some physical fun as well, nothing crazy just some old fashion fun. But I would also settle for just bening someone's companion and hanging out. I realize you may think I'm crazy for being into a woman that's into her 50's-60's but hey we all have our own tastes.... If this sounds like you then I can't wait to hear from you! Please put your favorite season in the subject to prove your real. A pic will help too, and I'll gladly reply with a pic... Have a wonderful day!","2014-08-12T14:26:58-0400","2014-09-08T07:57:39-0400"," 0",NA
"4","http://fingerlakes.craigslist.org","ppp","4618027936","http://fingerlakes.craigslist.org/m4w/4618027936.html","4618027936","Sep 10","Attached and Confused","29","m4w","men seeking women",NA,"Soooo, I am in a relationship that I am not sure of anymore. Are you in a similar situation... unhappy in your relationship and not sure what to do? Never done anything like this before but would like to find someone to talk to and see what happens. I am attractive (and you should be too), I am 6'1 brown hair and eyes 189 lbs... stay active and am a very clean cut, preppy type. I am not opposed to a FWB type thing (hey, everyone has needs) but am OK with just talking and seeing what happens as well... Just lookin to figure things out.","2014-08-13T19:44:02-0400","2014-09-10T10:37:58-0400"," 0",NA
"5","http://fingerlakes.craigslist.org","ppp","4620308174","http://fingerlakes.craigslist.org/w4w/4620308174.html","4620308174","Sep 12","Is any there any country girls out there","23","w4w","women seeking women","fingerlakes","I'm a country girl I love being outside taking walks in the woods. I'm down to earth love to laugh and joke around I have two kids both boys so if your really want to meet and see where things go email me :)","2014-08-15T10:37:13-0400","2014-09-13T17:03:32-0400"," 0",NA
"6","http://fingerlakes.craigslist.org","ppp","4620905502","http://fingerlakes.craigslist.org/cas/4620905502.html","4620905502","Sep 9","Looking for fun tonight","30","cas","casual encounters","Geneva,PY, Watkins Glen, Canandaigua","30 bi male here looking for a male or female or both for some discreet safe fun for the both of us. I am a top or bottom depending on the mood Love any kind of woman, not opposed to 3 ways either. Be real as I am. Can host or travel, prefer to travel. I'm clean and expect the same. 175 lbs and in decent shape. Im looking to have some clean safe fun. I am kinky and love to please, love eating pussy and ass. I am attractive and in shape, NASCAR was just in Watkins. Please reply with stats and location and what your looking for. I won't respond to people with out pictures because in all honesty I'm not meeting without some pics. I have plenty to trade.","2014-08-15T15:54:31-0400","2014-09-09T21:37:42-0400"," 0","m4mw"
"7","http://fingerlakes.craigslist.org","ppp","4621398731","http://fingerlakes.craigslist.org/cas/4621398731.html","4621398731","Sep 10","looking for a blow and go tonight",NA,"cas","casual encounters","Wat/Gen","Looking for a blow and go!!! Just cum over, I unzip you, I blow you, I zip you, you go!! I'll swallow your load. No melon bellies, cut only.","2014-08-15T21:33:52-0400","2014-09-10T22:07:17-0400"," 0","m4m"
"8","http://fingerlakes.craigslist.org","ppp","4621527618","http://fingerlakes.craigslist.org/cas/4621527618.html","4621527618","Sep 9","Just want my cock in a mouth or ass or both now!",NA,"cas","casual encounters","can travel maybe host","30 Bi male here looking to get off, mouth, ass both i dont care.... man woman i dont care.  might even let you slip in my ass if im horny enough.  send a pic in first response","2014-08-15T23:52:48-0400","2014-09-09T21:38:52-0400"," 2",NA
"9","http://fingerlakes.craigslist.org","ppp","4621986233","http://fingerlakes.craigslist.org/cas/4621986233.html","4621986233","Sep 10","Safe Discreet Erotic Massage Offered for women",NA,"cas","casual encounters","FingerLakes","I offer a safe discreet happy ending massage for women. Contact me for details, you would enjoy my service.","2014-08-16T11:28:07-0400","2014-09-10T13:43:41-0400"," 0","m4w"
"10","http://fingerlakes.craigslist.org","ppp","4622320526","http://fingerlakes.craigslist.org/cas/4622320526.html","4622320526","Sep 12","Phonesex","30","cas","casual encounters","Phelps","Am looking for phone jo. Tell me what you would do to my wife while I stroke my little dick.","2014-08-16T14:28:29-0400","2014-09-12T22:30:43-0400"," 0","m4m"
