"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://cfl.craigslist.org","ppp","4592499410","http://cfl.craigslist.org/cas/4592499410.html","4592499410","Aug 25","Awesome man looking","27","cas","casual encounters","Avon park","Single tall gentleman 6""4 275lbs brown hair and hazel eyes looking for someone to spend some time with i personally like a woman with some meat and curves on her bones . Trying on here because i never really have time to go out to often with the hours i work. And i can host. Send a picture for a reply and a picture back. Put 863 to weed out the spam","2014-07-29T00:46:12-0400","2014-08-25T14:18:20-0400","0","m4w"
"2","http://cfl.craigslist.org","ppp","4592506077","http://cfl.craigslist.org/m4w/4592506077.html","4592506077","Aug 25","Looking for someone good","27","m4w","men seeking women","Avon park","Single tall gentleman 6""4 275lbs brown hair and hazel eyes looking for someone to spend some time with i personally like a woman with some meat and curves on her bones . Trying on here because i never really have time to go out to often with the hours i work. And i can host. Send a picture for a reply and a picture back. Put 863 to weed out the spam","2014-07-29T00:56:00-0400","2014-08-25T14:18:18-0400","0",NA
"3","http://cfl.craigslist.org","ppp","4595243630","http://cfl.craigslist.org/cas/4595243630.html","4595243630","Aug 25","Make it worth ur time!","38","cas","casual encounters","Highlands County","Average guy looking for someone to spend some time with. I can make it worth your while. Hit me up for detail$.","2014-07-30T16:43:09-0400","2014-08-25T16:00:49-0400","0","m4w"
"4","http://cfl.craigslist.org","ppp","4595892640","http://cfl.craigslist.org/cas/4595892640.html","4595892640","Aug 26","swm seeking mature","35","cas","casual encounters","Sebring","35 swm hwp seeking older/mature woman that loves to suck cock. So if you would love a younger guy to suck dry on a regular basis then reply, preferably with pics and please be local. Put ""Mature"" in subject line. No Spam!!","2014-07-31T01:45:01-0400","2014-08-26T00:30:50-0400","0","m4w"
"5","http://cfl.craigslist.org","ppp","4599025499","http://cfl.craigslist.org/cas/4599025499.html","4599025499","Aug 26","Friends with benefits","22","cas","casual encounters",NA,"22 SWM 6'5"" looking for a FWB, someone to hang out, smoke n have some fun with ;) . 420 friendly. Must be disease free as I am too. Can host or meet up. Put "" FWB "" in the subject.","2014-08-02T00:06:08-0400","2014-08-26T21:58:51-0400","0","m4w"
"6","http://cfl.craigslist.org","ppp","4600882289","http://cfl.craigslist.org/cas/4600882289.html","4600882289","Aug 31","Fwb type of relationship w/mature woman","53","cas","casual encounters","Sebring","Hello, I'm a 53 yr. old gentleman looking for a fun,happy,sane mature woman to do things with,ie-dining,some dancing,outdoor and indoor fun. I'm fun,funny,have a decent job,am a licensed carpenter. I am a smoker,like to have afew beers and enjoy life with a female friend. Any questions-just ask. Thank-you for reading.","2014-08-03T11:08:20-0400","2014-08-31T10:30:22-0400","0","m4w"
"7","http://cfl.craigslist.org","ppp","4602086144","http://cfl.craigslist.org/cas/4602086144.html","4602086144","Sep 2","top looking for bottom","50","cas","casual encounters","sebring","Looking for someone who would like to suck me and maybe more. Mornings are best time for me. I am 6ft mwm 220lb 50 lets get together","2014-08-04T06:03:10-0400","2014-09-02T14:18:58-0400","0","m4m"
"8","http://cfl.craigslist.org","ppp","4606626151","http://cfl.craigslist.org/cas/4606626151.html","4606626151","Aug 26","Young Latino Male ISO Ladies/Cpls for FWB","32","cas","casual encounters","Highlands County","Attractive 32 yo latin male new to the area, looking for attractive local ladies and couples (any race) for regular NSA fun!
I'm fit, fun, clean, d&d free, and discreet. I'm 6'3"", 185 with 7"" that can last a long time.
I'm real, UB2!!! Put your favorite sexual pleasure in the subject line along with a pic in your reply to prove it. 
NO SINGLE GUYS PLEASE!!!
Â¡32 nuevos masculinos atractivos del latino del yo al Ã¡rea, buscando las seÃ±oras y los pares locales atractivos (cualquier raza) para la diversiÃ³n regular del NSA! Me caben, diversiÃ³n, limpio, d&d libremente, y discreto. Soy 6 ' 3 "", 185 con 7 "" que puedan durar un de largo plazo. Â¡Soy verdadero, UB2!!! Ponga su placer sexual preferido en la lÃ­nea sujeta junto con un pic en su contestaciÃ³n de probarla. 
Â¡NINGUNOS SOLOS INDIVIDUOS SATISFACEN!!!","2014-08-06T18:10:48-0400","2014-08-26T15:22:52-0400","4","m4w"
"9","http://cfl.craigslist.org","ppp","4613366571","http://cfl.craigslist.org/cas/4613366571.html","4613366571","Sep 9","Stimulate your nipples during orgasm","52","cas","casual encounters","Sebring","Want to have an exceptional orgasm? I have an electronic stimulator that can give several types of pulses and can be adjusted for different intensities that when put on your nipples or other places feels great! I can put it on you and you tell me how to set it for what you like. While this is on I can lick you into a great orgasm that you will love with this stimulation. Want to try it? You won't be sorry.","2014-08-11T05:58:55-0400","2014-09-09T05:30:06-0400","0","m4w"
"10","http://cfl.craigslist.org","ppp","4616627783","http://cfl.craigslist.org/cas/4616627783.html","4616627783","Sep 10","LOOKING TO TRY NEW THINGS!!!","20","cas","casual encounters","HIGHLANDS","Definitely looking to try some new things just started a new job in sebring so im up that way most of the time wish I could just find someone to meet and talk with just relax talk and meet a few more times just go out places someone to be a friend then see where life takes us I wanna meet mr right but it feels like it will never come im 20 years old and im 5'11 I find myself attractive some people don't oh well get to know my heart and not my body wish their were true friends around here! that understood.","2014-08-12T23:35:37-0400","2014-09-10T13:11:41-0400","0","m4m"
"11","http://cfl.craigslist.org","ppp","4617037153","http://cfl.craigslist.org/cas/4617037153.html","4617037153","Sep 12","Discreet email friend wanted","45","cas","casual encounters",NA,"Male 45 married, looking to chat with female via email, clean and naughty chats and maybe later exchange some naughty pictures. Not looking for a relationship, but friendship is always welcome. All women shapes sizes and races welcome, please be discrete as I will with you, married or taken ok as well.?
Let's have some naughty fun ;-)","2014-08-13T10:39:13-0400","2014-09-12T08:46:59-0400","0","m4w"
"12","http://cfl.craigslist.org","ppp","4620118139","http://cfl.craigslist.org/cas/4620118139.html","4620118139","Sep 7","welove to suck and rim",NA,"cas","casual encounters","lake placid","were 2 guys in lake placid, that love to suck dick and rim, and swallow cum,1 guy will suck your dick,while the other cleans your ass out,you won,t be disappointed . d/d free just lay back and we.ll service you,,try w/s ,will drink it, cum over.","2014-08-15T07:49:59-0400","2014-09-07T07:44:11-0400","0","m4m"
"13","http://cfl.craigslist.org","ppp","4621682897","http://cfl.craigslist.org/cas/4621682897.html","4621682897","Sep 13","want someone to suck me","52","cas","casual encounters","Sebring","looking for someone to give me a good sucking. I am very clean and dug free. just want some relief. morning is best for me. Let me know","2014-08-16T06:11:36-0400","2014-09-13T04:42:50-0400","0","m4m"
"14","http://cfl.craigslist.org","ppp","4621765426","http://cfl.craigslist.org/cas/4621765426.html","4621765426","Sep 13","Any Horny, Hung, Bi guys out there that wants to play?",NA,"cas","casual encounters","Lake Placid-Sebring","We are looking for ""Bi"", Fun, clean, DDF, Guy or Guys to invite over for ""special"" play times tonight and thru out the weekend. We love the hung, young (21-45), uncut and thick cocks! But all can apply. Have a friend?, bring him along. This could become a regular thing for the right guy!
We are a GL mature married couple that loves to entertain guys that are into BBWs.
Send your cock and body pics and stats to get ours.
PS..these pics are not us just what we are looking to do!","2014-08-16T08:47:14-0400","2014-09-13T19:53:54-0400","0","mw4m"
"15","http://cfl.craigslist.org","ppp","4622214286","http://cfl.craigslist.org/cas/4622214286.html","4622214286","Aug 31","Rainy Day Fun",NA,"cas","casual encounters","Lake Placid","Rainy days make us so horny!  Nothing to do today but stay in and have sex!!  Want to join us??
You be clean, DDF, Horny and ok with man on man, and HOTT BBW wife.  
Your pics get ours.","2014-08-16T13:31:37-0400","2014-08-31T16:43:38-0400","0","mw4m"
