"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://utica.craigslist.org","ppp","4620372551","http://utica.craigslist.org/cas/4620372551.html","4620372551","Sep 14","Black Pussy Worship",NA,"cas","casual encounters",NA,"If you are a skinny black chick I will worship your ass and cunt. You can ride my face as long as you want and squirt in my mouth. I like a girl with no limits. Please piss in my mouth and on my cock.","2014-08-15T11:14:25-0400","2014-09-14T09:23:51-0400"," 0","m4w"
"2","http://utica.craigslist.org","ppp","4620376269","http://utica.craigslist.org/cas/4620376269.html","4620376269","Sep 14","Fit Ebony",NA,"cas","casual encounters",NA,"Very simple.  I am a fit, clean shaven, 36 year old white dude with a good job.  I am looking for a thin petite black girl that likes to have her pussy and asshole eaten until she squirts.  Hit me up.","2014-08-15T11:16:29-0400","2014-09-14T09:23:57-0400"," 0","m4w"
"3","http://utica.craigslist.org","ppp","4623218716","http://utica.craigslist.org/cas/4623218716.html","4623218716","Sep 15","tight ass wanted",NA,"cas","casual encounters","oneida,verona","45 gl daddy looking for a boi toy 18-25,get at me with stats,face pic and location,i can host safely,im real and ready. i can host.Looking for a regular friend to get off with,no pressure ,come hang out and lets see where it goes.If we connect it could a great time. willing to meet you on ur terms and a common area so we start off by chatting,or go to my place watch the tv and just relax and move at ur own pace,6ft,180lbs,6.5cut,clean,safe,and friendly.If this ad is up im looking still.420 free of charge,just come and have som fun.","2014-08-17T08:25:30-0400","2014-09-15T11:00:49-0400"," 0","m4m"
"4","http://utica.craigslist.org","ppp","4624133440","http://utica.craigslist.org/cas/4624133440.html","4624133440","Sep 15","Younger man looking for older married woman to be my nsa gf","38","cas","casual encounters","Upstate, NY","I'm looking for an older woman around 40-60 but I will consider all ages just send me a pic, im single, white, about 7 extra thick and would like to do an ongoing thing instead of just a one time thing. Get back to me and we can meet tonight if you want.","2014-08-17T19:21:32-0400","2014-09-15T12:01:10-0400"," 0","m4w"
"5","http://utica.craigslist.org","ppp","4624500073","http://utica.craigslist.org/cas/4624500073.html","4624500073","Sep 14","bored still up?","23","cas","casual encounters",NA,"Anyone up text meet fun? No games we all human. Seeking nice chill female. Im white interesed in darker women. Send pic to show intrest. Never know how much fun u will have","2014-08-18T01:36:31-0400","2014-09-14T03:53:05-0400"," 0","m4w"
"6","http://utica.craigslist.org","ppp","4624862352","http://utica.craigslist.org/m4w/4624862352.html","4624862352","Sep 14","BBW hunting!","37","m4w","men seeking women","Utica","What's up ladies, average guy here, married, but looking....for friends, flirts, open to anything I suppose. I love curves, boobs, bootys, soft cuddle buddies......in other words bbws are my type!! Lets chat, see what's on our minds....harmless email, or IM fun and go from there!","2014-08-18T11:00:55-0400","2014-09-14T18:20:09-0400"," 0",NA
"7","http://utica.craigslist.org","ppp","4624863896","http://utica.craigslist.org/cas/4624863896.html","4624863896","Sep 14","Flirty friends.....maybe more???","36","cas","casual encounters","South Utica","What's up ladies, average guy here, married, but looking...if that's a issue move on......seeking some friends....to flirt, chat, cuddle, fool around with maybe too. I love curves, boobs, bootys, soft cuddly bodies, older or younger too...but i am not pickey!  Lets chat, see what's on our minds, and go from there....harmless email, or IM fun to start us off!!","2014-08-18T11:01:46-0400","2014-09-14T18:20:23-0400"," 2","m4w"
"8","http://utica.craigslist.org","ppp","4624865477","http://utica.craigslist.org/cas/4624865477.html","4624865477","Sep 14","Panty fetish anyone?","37","cas","casual encounters","Utica","Married, but bi...wife does not play or is involved....except I use her panties!! Love to wear panties and feel like a slut...anyone male, female or both into a guy in panties?!?  Also enjoy sniffing and jerking with some panties too....dirtier the better!  Let's chat, and go from there!","2014-08-18T11:02:37-0400","2014-09-14T18:20:32-0400"," 3","m4mw"
"9","http://utica.craigslist.org","ppp","4625372162","http://utica.craigslist.org/cas/4625372162.html","4625372162","Sep 14","any females looking","47","cas","casual encounters","Valley","I am looking for female only and make sure they are happy. Reply with pic. Stats and cell to text and make you happy. Must be thin and not heavy like most have replied back have been.","2014-08-18T15:10:35-0400","2014-09-14T19:31:45-0400"," 0","m4w"
"10","http://utica.craigslist.org","ppp","4625911058","http://utica.craigslist.org/m4w/4625911058.html","4625911058","Sep 15","vanilla seeking chocolate","38","m4w","men seeking women","albany","Hi sbf or jamaican or african women, i'm looking for a ltr with a woman of substance and depth a woman who can have a real conversation ..i'm looking for a woman who likes to laugh, travel have fun and knows what she wants. . .i'm independent, spontaneous, hard working, smart and the list goes on of things i like to do...","2014-08-18T20:26:04-0400","2014-09-15T09:16:57-0400"," 0",NA
"11","http://utica.craigslist.org","ppp","4627857542","http://utica.craigslist.org/cas/4627857542.html","4627857542","Sep 14","Mutual oral fun",NA,"cas","casual encounters",NA,"I'm a normal 29 year old guy looking to get a blowjob from a normal 18-34 year old female and I will return the favor. Also looking to fuck. I'm not picky about looks or weight too much, just be normal is all I ask. Curvy is a plus. I will be traveling so I prefer if you can host or we can do it in your/my car. I can also get a room somewhere if needed. I'm DDF and have protection but bonus points if you let me finish in your mouth and swallow. I tested negative for HIV and have pictures of the results. Put ""BJ"" as subject so I can weed out spam. No guys please. Pictures go to front of the line. Face, body or whatever you would like!","2014-08-20T00:04:13-0400","2014-09-14T14:45:33-0400"," 0","m4w"
"12","http://utica.craigslist.org","ppp","4628057851","http://utica.craigslist.org/cas/4628057851.html","4628057851","Sep 15","boonville,lowville",NA,"cas","casual encounters","boonville","Are there any girls in the area, home mornings looking for some fun$.i'm middle aged white male medium build looking for  nsa fun mostly mornings.","2014-08-20T08:13:48-0400","2014-09-15T12:56:35-0400"," 0","m4w"
