"","post.id","post.link","post.data.id","post.date.raw","post.title","post.type","post.price","post.subcl","post.subcltype","post.loc","post.text","post.date","post.last.update","post.pics","cityurl","subcl"
"1","4625426549","http://hudsonvalley.craigslist.org/m4m/4625426549.html","4625426549","Sep 17","looking now","m4m","64","m4m","men seeking men","hyde park","I am looking for a  man to come over for a bj or JO meeting. I have a place ( into all foreplay..will wear panties. I love being spanked if you fuck me. Do what you wish..kissing  nipple play. looking for now","2014-08-18T15:37:56-0400","2014-09-17T10:09:37-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"2","4625430422","http://hudsonvalley.craigslist.org/cas/4625430422.html","4625430422","Sep 17","soft bottom..asap !","m4m","64","cas","casual encounters","hyde park","I am a bottom. JO session or BJ for you...I can host. Do what you wish to me. (panties or not) free this afternoon. into all foreplay","2014-08-18T15:39:55-0400","2014-09-17T10:09:21-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"3","4627772232","http://hudsonvalley.craigslist.org/cas/4627772232.html","4627772232","Sep 17","Looking for same room sex...","mw4mw",NA,"cas","casual encounters","Putnam","He is: 36, 5'11, tattooed, irish and italian, hung, shaved balls and very sexy
She is: 39, latina, a memsmerizing smile, great tits and ass, curvy but very sexy, also with body tats
Looking for a cool and fun couple to hang out drink a little, 420 is ok. flirt...have some fun...same room play and see where it goes...no promises.","2014-08-19T22:35:03-0400","2014-09-17T11:18:21-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"4","4629225936","http://hudsonvalley.craigslist.org/cas/4629225936.html","4629225936","Sep 17","Eager sub bitch wants to be used by a built str8 Muscle bull","t4m","38","cas","casual encounters","Danbury","looking for straight married total top blue collar.  built, muscular, love ink. looking for blue collar or marine, married ok . will host or travel, prefer to host and be ready for you
looking to be your hot pretty bitch...love a big built BULL man to make me his girl.
ORAL only, but you can eat my ass and play with it.
open to all but
+ if you are:
YOUNGER (18 and over)Muscular
hung, very hung
tall, very tall
big feet
DOM/VERBAL/BRUTAL","2014-08-20T19:42:19-0400","2014-09-17T17:01:40-0400",3,"http://hudsonvalley.craigslist.org","ppp"
"5","4629325112","http://hudsonvalley.craigslist.org/m4m/4629325112.html","4629325112","Sep 17","I want to suck cock and eat ass",NA,"44","m4m","men seeking men","lagrange","Any guy want there cock suck. and there ass eaten.. All welcome gay, bi, straight, married, cd, tv.. any race.. age under 48,, I'm a clean white gay guy,, just love doing it.. I can host..","2014-08-20T20:58:05-0400","2014-09-17T19:25:57-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"6","4631588376","http://hudsonvalley.craigslist.org/cas/4631588376.html","4631588376","Sep 17","Gent Seeks Stud","m4m","61","cas","casual encounters","N.P/Kingston/Pok","I'd love to blow a hung str8 guy today. No recip. You lay back and enjoy. I'll make you cum like crazy and will take care of your other needs also. I can host. Send stats/pics and let's talk.","2014-08-22T11:34:37-0400","2014-09-17T15:28:41-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"7","4631663039","http://hudsonvalley.craigslist.org/m4w/4631663039.html","4631663039","Sep 17","30 male with hsv2 herpes",NA,"30","m4w","men seeking women","north of hudson valley","I'm a good lookin guy with his own place. looking for a gf preferably. I have hsv2 or herpes like the ad said. looking for a girl with herpes or some one who doesnt mind dating some one that has it. I am not really looking for online games or endless emails here. So if you respond please be interested and also include your picture","2014-08-22T12:12:06-0400","2014-09-17T10:49:12-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"8","4633017944","http://hudsonvalley.craigslist.org/cas/4633017944.html","4633017944","Sep 17","I WANT A HORNY WOMAN FOR NSA FUN","m4w",NA,"cas","casual encounters","Newburgh,Middletown","I am looking for a SEXY,VERY HORNY WOMAN FOR NSA SEX. I LOVE TO LICK AND SUCK CLEAN,FRESH PUSSY!!!!!!!!! I ALSO LOVE 69,AND I have a thing for PRETTY FEET&TOES too. No $$ involved,just hot sex!!!!!!!! I can't host.Please reply with your location,and a phone number to reach you at. I don't text,and don't want to go back and forth messaging. If you're serious reply ready to suck and fuck!!! I LOVE SQUIRTERS!!!!!!!! -  Jim","2014-08-23T09:22:16-0400","2014-09-17T14:54:51-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"9","4633634470","http://hudsonvalley.craigslist.org/cas/4633634470.html","4633634470","Sep 17","D/S time to submit","m4w","37","cas","casual encounters","Hudson valley","Do you like being told what to do?
Do you like doing as you're told?
Do you like being on your knees?
Do you like having your hands tied?
Do you like being spanked?
Do you like having your hair pulled?
I want you to address me as ""Sir"" unless I instruct you otherwise. I want you to use ""Please"" when you want something from me and ""May I please... Sir"" when you want my permission for something. I want you to use ""Thank you for...Sir"" when you receive something you ask me for or something I choose to give you.
I'm looking for a sweet and soulful and sexy and obedient and submissive slut who wishes to serve me by giving herself to me so that I may use her and every part of her body for my pleasure.
I am talented at bondage, orgasm play, sensation play, and will give you an experience so intense you'll remember it as if it were a dream. I also have experience in spanking, verbal control, mild humiliation, sexual servitude etc. I am also very understanding and compassionate Dom who is very respectful of limits and one who makes sure you are OK at all times.
Send a pic, stats in first e-mail, with "" I want to be your sub"" and I will get back to you ASAP.","2014-08-23T15:14:32-0400","2014-09-17T14:49:53-0400",0,"http://hudsonvalley.craigslist.org","ppp"
"10","4633685334","http://hudsonvalley.craigslist.org/mis/4633685334.html","4633685334","Sep 17","Stunning Petite Blonde","m4w","44","mis","missed connections","Middletown","I was at an establishment Friday night when you came walking in with a girlfriend, I was standing outside talking to someone. You immediately caught my eye and you also looked back at me. You sat at a table first, then some people you knew came and sat with you. I guess your friend left and you came to the bar. We made eye contact many times, probably because I couldn't stop looking at you:-). You have the most charming smile and I really loved how feminine you are. Your shoes were very sexy by the way:-). 
The guys that were all around you seemed to be annoying you a little. I think you are way too good for any of them, I doubt you would ever be interested in any of them. I so badly wanted to talk to you and buy you a drink but I didn't want to interfere with your group. You were on your phone and suddenly left, I was hoping you would come back in. I got the feeling you were interested in me since we looked at each other so many times. Am I right to think there was more going on than just a casual stare? To be discreet, didn't want to mention the place we were at.
I would love to meet you, how about dinner sometime. I'll join you for a Vodka Cranberry:-). I hope you see this and remember who I am. Those eyes of yours totally captivated me!","2014-08-23T15:43:28-0400","2014-09-17T12:21:38-0400",0,"http://hudsonvalley.craigslist.org","ppp"
