"","cityurl","subcl","post_id","post_link","post_data_id","post_date_raw","post_title","post_price","post_subcl","post_subcltype","post_loc","post_text","post_date","post_last_update","post_pics","post_type"
"1","http://austin.craigslist.org","ppp","4622847753","http://austin.craigslist.org/cas/4622847753.html","4622847753","Sep 15","SHOW ME TOUR TITS","53","cas","casual encounters","close","I love em all big or small I don't care who you are I just like tits so come on and show them to me heck you don't even have to show me your face now that's a SWEET DEAL","2014-08-16T19:30:25-0500","2014-09-15T17:02:49-0500"," 0","m4w"
"2","http://austin.craigslist.org","ppp","4622865840","http://austin.craigslist.org/m4m/4622865840.html","4622865840","Sep 15","Erotic rub needed","41","m4m","men seeking men","ATX","Masculine athletic guy looking for an erotic rub with mutual touch. Monday and looking for soon. Please reply back with rates, pics, and stats. Thank you","2014-08-16T19:47:11-0500","2014-09-15T17:56:25-0500"," 0",NA
"3","http://austin.craigslist.org","ppp","4623104848","http://austin.craigslist.org/cas/4623104848.html","4623104848","Sep 15","Any Couples Playing ?","34","cas","casual encounters","North","Single hispanic seeks a fun couple this evening will travel to you,or will do half on a room,or host host.Not looking for nothing gay just to play with the female half .Me Str8 clean cut no facial hair,uncut cock,DDF will respect her boundries on what she likes.single females/wives who play alone are welcome.Lets email first then voice verify.will travel to you","2014-08-17T01:10:25-0500","2014-09-15T16:57:55-0500"," 2","m4mw"
"4","http://austin.craigslist.org","ppp","4625897792","http://austin.craigslist.org/m4w/4625897792.html","4625897792","Sep 15","The Most Amazing Fucking Ad Ever",NA,"m4w","men seeking women","Austin","Welcome savvy lady reader! Although... apparently men also browse here and try their luck in sending messages. I'm afraid, fellow man, that I am not bi or gay. But, please, cry not! I'm sure the proper category will be much more useful.
Now! Laaaaadies... *wink* *wink* No, no, pick yourself up from the floor. Leave the discarded clothes. Trust me. It's a side effect of my intense, smoldering smokey stare. It's sexual. And HOT. Want to join the fun? Be local and amazing and Thick to HWP-ish.
But, now, on to the story...
I know what you ladies are saying: ""But, John Doe,"" you ask. In the kitchen, barefoot and naked except for your apron and a freshly made sandwich in one hand. Your voice is a submissive half-moan as your eyes are inexorably drawn to my beardlly jaw, down to my round belly, further down to my man-rocket straining against the cruel boundaries of my fashionable but not ""too"" fashionable blue jeans and finally to the floor where they belong - daring not to look up. You reach out to hand me the sandwich and your hand shakes in repressed sexuality and barely restrained womanly emotions.
I eat the sandwich. It's not that bad. Good job, anonymous lady.
""But... but... but..."" You stutter. I frown momentarily but I can't decide if it's because of your stuttering or for finding a vegetable in my sandwich. I chew more. And then some more, my brows furrowing. No, definitely the sandwich. There's a piece of vegetable in my sandwich. That's wrong. And the side boob you're showing on the edges of your apron aren't really making up for the strange green thing tarnishing the taste of the roast beef, bison, dinosaur shark meat sandwich. I'm temporarily mystified at the greenery but I chalk it up to the dinosaur perhaps being a herbivore and having the lettuce between its teeth when it was murdered.
I grunt and you shudder, rambling nearly incoherently in your need to tell me what your cute little womanly brain thinks is worth saying before the sheer weight of my vocalizations bring you to your knees in a massive orgasm. ""Buthowdoiknowthisisthemostamazingfuckingdadever?"" You manage to spit the words out in a rush before collapsing against the door frame, wave after wave of electric shocks storming through your lower belly as you cum from the sound of me masticating the seared shark meat. Mental images of my powerful jaw masticating at your vagina nearly brings you to your knees and you masticate your lower lip to keep from moaning too loud. You don't want to distract me from my sandwich, after all.
I shove the rest of the sandwich into my mouth and fix you with a powerful stare. The full force of my manliness slams against you, ripping apart your apron, baring your naked body to manly soul-searching eyes. I find your naked soul sexy and triple-boobed and pleasing. And, thankfully, your actual physical bi-boobness is fairly pleasing to behold as well. The shockwave from the man-quake rolls through the house, turning the stereo onto a Marvin Gaye song while lighting candles with pure raw firey explosive studliness ... power... stuff...
I step towards you and my clothes fly off in different directions. Horny naked ladies on the sidelines dash out to fight to the death over my shirt and pants, rolling in the musky scent of my garments like a puppy joyfully rolling around in poop. Sweet, sweet wonderful poop. I nearly accidentally gouge your eye out with my erection. It's so thick, long and hard that Nasa keeps calling me to try to use me as a sexy space elevator. A sexy penis space elevator. The thought of an elevator riding my cock all the way to the moon and back temporarily distracts me. I briefly ponder the imagery of a lubed, technologically advanced elevator riding my cock up and down but I put that aside as I lean in to you.
""Because,"" I whisper. The other women are wailing, gnashing their teeth and pulling out their hair at how lucky you are to receive my full and undivided attention. ""I have a penis.""","2014-08-18T19:16:24-0500","2014-09-15T16:59:49-0500"," 0",NA
"5","http://austin.craigslist.org","ppp","4626273797","http://austin.craigslist.org/cas/4626273797.html","4626273797","Sep 15","I'll fuck and fill you","30","cas","casual encounters","Austin","I'm tired of fucking girls with condoms. I want to know that you can feel every load I pump into your tight, wet pussy. 
I'm 6' tall, long black hair, dark eyes, Mediterranean descent. Thick, uncut cock, I know how to use my hands, fingers, and mouth too. I'm also intelligent, so we can talk about anything and have a lot of fun before and after you're laying back hugging your legs in the air so your womb fills with every drop of my cum.
Just writing this out has me hard. I have pics to exchange and you should send a few when you reply. Of course, I'm tested and clean, you should be too. 
Austin City Limits coming up next week. Title your reply ""Fill me"" so I know you're real.","2014-08-19T02:48:59-0500","2014-09-15T17:12:30-0500"," 0","m4w"
"6","http://austin.craigslist.org","ppp","4627106125","http://austin.craigslist.org/cas/4627106125.html","4627106125","Sep 15","Any woman traveler bored or lonely in your hotel room?",NA,"cas","casual encounters","Austin","I am looking for a woman who is traveling and bored or lonely in her hotel room.  Let me visit you... for some pleasant TLC for you.  I can can give you an intimate massage and foreplay... I can give you oral.  This don't have to be full sex or anything risky... just you laying back and letting me please you with my hands and tongue. 
I will pamper you and indulge you however you want. 
I will gladly meet you in public first... maybe the bar or lobby of your hotel.  You can decide if you are comfortable with me.  This will be completely discreet and anonymous.  No one will ever know and I don't need to know anything about you. 
I am 50, 6'2"" tall, 240lbs.  I am an educated professional, very easy going, safe and disease free.  
I am free during the work day or evenings. 
thanks","2014-08-19T14:20:41-0500","2014-09-15T17:20:20-0500"," 0","m4w"
"7","http://austin.craigslist.org","ppp","4628799082","http://austin.craigslist.org/cas/4628799082.html","4628799082","Sep 15","MOMMY SON ROLEPLAY... IM A NAUGHTY BOY MOMMY","35","cas","casual encounters","Austin","Any women on here ever secretly fantasize about their sons?
Something about the idea of grown women secretly fantasizing about getting fucked by their son that is so hot. Have you ever masturbated while thinking about your son? If so send me a reply and put the words ""I WANT MY SON"" in the subject line
keywords: roleplay role play taboo incest siblings sis bro milf bbw uptown discreet mom mommy mother son sister brother incest milf cougar brunette busty rough submissive","2014-08-20T14:23:04-0500","2014-09-15T16:59:35-0500"," 3","m4w"
"8","http://austin.craigslist.org","ppp","4629043891","http://austin.craigslist.org/cas/4629043891.html","4629043891","Sep 15","PRIVATE GLORY HOLE","24","cas","casual encounters","Mopac and Braker","Location easy to find. Gh in my apt. Goodlooking, ddf and talented here. 100% Discreet. Be clean, ddf, and in shape. Send stats and body pic for address.","2014-08-20T16:39:39-0500","2014-09-15T15:50:54-0500"," 0","m4m"
"9","http://austin.craigslist.org","ppp","4629137526","http://austin.craigslist.org/cas/4629137526.html","4629137526","Sep 15","DOMAIN PRIVATE GLORY HOLE","24","cas","casual encounters","Mopac and Braker","Location easy to find. Gh in my apartment.Goodlooking, ddf and talented here. 100% Discreet, dimmed lights. Be clean, ddf, and in SHAPE. Send stats and BODY pic for address.","2014-08-20T17:41:10-0500","2014-09-15T17:34:27-0500"," 3","m4m"
"10","http://austin.craigslist.org","ppp","4629165772","http://austin.craigslist.org/m4m/4629165772.html","4629165772","Sep 15","DOMAIN PRIVATE GLORY HOLE","24","m4m","men seeking men","Mopac and Braker","Location easy to find. Gh in my apartment.Goodlooking, ddf and talented here. 100% Discreet, dimmed lights. Be clean, ddf, and in shape. Send stats and body pic for address.","2014-08-20T17:59:52-0500","2014-09-15T17:37:18-0500"," 2","quick bj and go. Straight welcomed"
